history1,history2,question,rewrite,model_output,accuracy,semantic_related
好吧 伴园私房菜电话号码是什么,电话是139 6217 0368,伴园私房菜附近有没有价位偏贵的酒店给我推荐一家,伴园私房菜附近有没有价位偏贵的酒店给我推荐一家,伴园私房菜附近价位偏贵的酒店推荐,,0
不叫张维,是什么,他是北京市人固体力学家结构力学和工程教育专家,张维是北京市人固体力学家结构力学和工程教育专家,张维是北京市人固体力学家结构力学和工程教育专家,,1
再帮我看看下周日上午有没有从杭州去厦门的动车,有的 D3211 杭州东 厦门北,D3211下周日上午从杭州去厦门的出发和到达时间也帮我查下吧,D3211下周日上午从杭州去厦门的出发和到达时间也帮我查下吧,D3211下周日上午从杭州去厦门的动车出发和到达时间,,0
这个周末什么天气,深圳今天的天气是阴转中雨25度到30度东南风3级,周末呢,周末天气呢,这个周末深圳的天气如何,,0
黑咖啡,喜欢黑咖啡,苦吗,黑咖啡苦吗,黑咖啡苦吗,,1
哦 不错啊 知道他人即地狱是什么时间首播的吗,这部剧是在2019年8月31日 在韩国首播的,哦 这算比较新的电视剧呢 他人即地狱一集时长多长啊,哦 这算比较新的电视剧呢 他人即地狱一集时长多长啊,他人即地狱一集时长多长,,0
好嘞 那桃花源记人均消费大概多少,人均消费31元 经济实惠,桃花源记电话找一下呗,桃花源记电话找一下呗,桃花源记的联系电话是多少,,0
如何超越马化腾,腾讯创始人嘛牛人一个,如何超越他,如何超越马化腾,如何超越马化腾,,1
山崎面包餐厅的电话号码是多少,电话号码为0512 62396721,在高新区附近有没有标准间的3星级酒店,在高新区附近有没有标准间的3星级酒店,在高新区附近有没有标准间的3星级酒店,,1
那下周日北京出发到南京的中国国航CA1847这趟航班的票价多钱呢,票价是750元,那下周日北京出发到南京的中国国航CA1847这趟航班的准点率怎么样,那下周日北京出发到南京的中国国航CA1847这趟航班的准点率怎么样,下周日北京出发到南京的中国国航CA1847这趟航班的准点率怎么样,,0
刘昕是谁,是我姐姐啦,她曾经是我的梦中情人,刘昕曾经是我的梦中情人,刘昕曾经是我的梦中情人,,1
明天聚会你去吗,哪个地方聚会,珠海你呢,去珠海聚会你呢,明天在珠海的聚会你去吗,,0
2星级酒店的就行 找个经济实惠的,那就去锦江之星吧,锦江之星评分怎么样啊,锦江之星评分怎么样啊,锦江之星的评分怎么样啊,,0
嗯 我刚才查了下北京到上海的动车要十多个小时才能到呢 麻烦问下有高铁吗 会不会更快一点,嗯 高铁的话 大概六个小时就能到 只有一趟G137 北京南 上海虹桥的高铁 时间是下周六13 35的,下周六13 35也可以 那C137二等座有票吗 价钱多少,下周六13 35也可以 那C137二等座有票吗 价钱多少,下周六13:35的G137次高铁二等座有票吗，价钱多少,,0
你好 苏州的温度怎么样,下周基本都是在零上 你是想问具体那一天呢,啊 想问下周二苏州的情况 那天的风大吗,啊 想问下周二苏州的情况 那天的风大吗,下周二苏州的温度和风力情况如何,,0
说啥,泰勒你认识不,认识,认识泰勒,泰勒你认识不,,0
贾斯汀比伯是我男神,嘿贾斯汀比伯是我男神,我男神,贾斯汀比伯是我男神,贾斯汀比伯是我男神,,1
你好 我们是外地过来苏州的 住在吴江 麻烦在这边帮我找一家火锅吧 不用考虑价格,好的 为您查到重庆德庄火锅直营店,重庆德庄火锅直营店火锅推荐菜是啥 人均大概多少钱,重庆德庄火锅直营店火锅推荐菜是啥 人均大概多少钱,重庆德庄火锅直营店的推荐菜是什么，人均消费大概是多少钱,,0
戴尔 DELL 燃7000灵越7572什么价格,5899 0元,戴尔 DELL 燃7000灵越7572游戏性能属于什么等级,戴尔 DELL 燃7000灵越7572游戏性能属于什么等级,戴尔 DELL 燃7000灵越7572游戏性能属于什么等级,,1
你好 我想下周四从成都到厦门玩玩 想坐当天的公务舱 请问当天有哪个航班呢,您可以乘坐当天的四川航空3U8937 双流国际机场T1 高崎国际机场T4,四川航空3U8937的公务舱票价多少,四川航空3U8937的公务舱票价多少,四川航空3U8937的公务舱票价多少,,1
你好 我正在做苏州的旅游攻略 请帮我推荐一家3星级的商务出行酒店 房间要大床房,您好 给您推荐苏州慢享主题酒店,苏州慢享主题酒店的评分怎么样,苏州慢享主题酒店的评分怎么样,苏州慢享主题酒店的评分怎么样,,1
悲惨世界呀冉阿让试图赎罪的历程很让人揪心,不是电影是书,书总是比电影好的 电影受的局限太多,书总是比电影好的 悲惨世界受的局限太多,书总是比电影好，因为电影受的局限太多,,0
西山景区的电话号码是多少呀,电话号码是0512 66310058,西山景区的特点都有什么呀,西山景区的特点都有什么呀,西山景区的特点都有什么呀,,1
源氏物语是一本名著,源氏物语还没读完,喜欢吗,喜欢读源氏物语吗,源氏物语喜欢吗,,0
请问G99次高铁的车次信息是什么,G99 由杭州东出发至广州南,请问G99次高铁从杭州到广州需要坐多久,请问G99次高铁从杭州到广州需要坐多久,G99次高铁从杭州东到广州南需要坐多久,,0
你好 身体不大舒服 想去苏州大学附属理想眼科医院看一下 这个医院的电话是多少,为您查到电话是33333333,你帮我查一下苏州大学附属理想眼科医院都要哪些公交线路呢,你帮我查一下苏州大学附属理想眼科医院都要哪些公交线路呢,苏州大学附属理想眼科医院有哪些公交线路,,0
你认识石原里美吗,是我男神,有照片吗,有石原里美的照片吗,石原里美有照片吗,,0
你好 我是南京人 准备下周去上海旅游 想让你帮我推荐一个下周日的航班 舱位要经济舱,您好 推荐您的是东方航空MU2881 禄口国际机场T2 浦东国际机场T1,东航的可以的 把东方航空MU2881的起飞时间告诉我吧,东航的可以的 把东方航空MU2881的起飞时间告诉我吧,东航MU2881的起飞时间是什么,,0
上你steam吧,知道啊steam是世界上最大的pc游戏数字平台,你不是说要一起玩儿这个,你不是说要一起玩儿steam,你不是说要一起玩儿这个吗,,0
如果我鸽你呢,鸽鸽是神马,就是不回复啦,鸽鸽就是不回复啦,如果我鸽你呢就是不回复啦,,0
那追龙的具体上映时间是什么时候,它的具体上映时间是2017年09月30日 中国大陆,那追龙是谁导演的,那追龙是谁导演的,追龙的导演是谁,,0
天津的海河不错不少小伙伴都推荐呢,天津眼怎么样,不知道,不知道天津眼,不知道天津眼怎么样,,0
你好 我刚来苏州玩 听说沃姆精品酒店很不错 请这家的大床房多少钱,大床房是446元,好的 沃姆精品酒店具体在哪里呀,好的 沃姆精品酒店具体在哪里呀,沃姆精品酒店具体在哪里,,0
你好 我家在广州 下周三下午想要去北京旅游 请帮我查一下高铁信息,好的 您想要一等座还是二等座呢,我要广州去北京高铁的一等座吧,我要广州去北京高铁的一等座吧,广州去北京高铁的一等座信息,,0
你好 我来苏州办事 有点饿了 想找一家便宜点的快餐简餐吃口饭 求推荐,推荐您去东吴面馆 味美价廉,好 东吴面馆地铁能直达吗,好 东吴面馆地铁能直达吗,东吴面馆地铁能直达吗,,0
麻烦你再推荐我一部美国的爱情电影可以吗,当然可以 推荐您一部片名为泰坦尼克号的电影 还不错,那泰坦尼克号的豆瓣评分为多少呢,那泰坦尼克号的豆瓣评分为多少呢,泰坦尼克号的豆瓣评分为多少,,0
那戴尔 DELL OptiPlex7070MT硬盘容量是多少呢,这款电脑的硬盘容量是256GBSSD 1TBHDD,戴尔 DELL OptiPlex7070MT是什么系统,戴尔 DELL OptiPlex7070MT是什么系统,戴尔 DELL OptiPlex7070MT是什么系统,,1
我不知道哪里好玩,去云南哈哈,太远了,云南太远了,去云南太远了,,0
马浩蛋真可爱,漂亮吗,漂亮,马浩蛋漂亮,马浩蛋真可爱漂亮吗,,0
乔布斯你总知道吧,小时候见过几次,这么厉害的吗,乔布斯这么厉害的吗,乔布斯这么厉害的吗,,1
时间的话挺好 那再帮我看看下周日下午从南京到广州的高铁吧,给您推荐G1743 南京南 广州南,G1743从南京到广州出发时间和到达时间呢,G1743从南京到广州出发时间和到达时间呢,G1743从南京南到广州南的出发时间和到达时间是多少,,0
我出铁钉子,钩子快出来,出不来了,钩子出不来了,铁钉子出不来了,,0
寻秦记都是谁演的啊 演员出名不,这部剧的主演们都很有名的 有古天乐 江华 宣萱 郭羡妮,嗯 确实都挺有名的 那寻秦记的导演是谁啊,嗯 确实都挺有名的 那寻秦记的导演是谁啊,寻秦记的导演是谁,,0
测颜值可以吗,给我测测,能测吗,能测颜值吗,测颜值可以吗,,0
为了提升成绩 我打算给孩子报一个五年级语文精进班 最好在新区或者吴中区 麻烦给个推荐呗,我为您推荐PC5P44043A,PC5P44043A辅导班具体在哪块上课呢 还有课次是,PC5P44043A辅导班具体在哪块上课呢 还有课次是,PC5P44043A辅导班具体在新区或吴中区的哪个位置上课，以及课次安排是怎样的,,0
我喜欢郑爽,喜欢郑爽难得的单纯姑娘,你不准说她的坏话,你不准说郑爽的坏话,不准说郑爽的坏话,,0
宏碁Concept D有什么特性,这款电脑的特性是背光键盘,宏碁Concept D显卡什么型号的,宏碁Concept D显卡什么型号的,宏碁Concept D显卡型号是什么,,0
哈哈谈到我拿手的话题了我必须说最爱吃的就是棉花糖软糯香甜味道很好很喜欢,嗯我也喜欢,挺好吃的我很喜欢吃,棉花糖挺好吃的我很喜欢吃,挺好吃的我很喜欢吃棉花糖,,0
在不 我这几天会在苏州停留 明天想去狐狸家手工酸奶酪吃饭 所以我想问下这个餐厅是否有地铁可以直达,是的 可以直达,交通简直太方便了 狐狸家手工酸奶酪的人均消费水平高吗,交通简直太方便了 狐狸家手工酸奶酪的人均消费水平高吗,狐狸家手工酸奶酪的人均消费水平高吗,,0
肖然是谁,天堂向左深圳往右里面的,主角吗,肖然是天堂向左深圳往右的主角吗,肖然在《天堂向左深圳往右》中的主角吗,,0
对了你追过什么好看的动漫没推荐一下呀,小猪佩奇好看,我也喜欢这本,我也喜欢小猪佩奇,我也喜欢小猪佩奇这本动漫,,0
你都看啥书啊,明朝那些事儿我觉得我还不错,这书不错,明朝那些事儿不错,明朝那些事儿这书不错,,0
芳芳法餐厅平均每人消费多少,人均消费412元,芳芳法餐厅评分如何,芳芳法餐厅评分如何,芳芳法餐厅评分如何,,1
你知道海边的卡夫卡吗,你什么时候看的呀,去年,去年看的海边的卡夫卡,去年看的海边的卡夫卡,,1
你认识薛之谦吗,认真的薛之谦认真的做音乐,给我搜一下他的资料,给我搜一下薛之谦的资料,薛之谦的资料,,0
CZ3171几点到北京呢,次日00 05就能到达,CZ3171准点吗,CZ3171准点吗,CZ3171航班准点吗,,0
我最近身体有点不舒服 想去苏州市立医院 北区 看看 你能告诉我苏州市立医院 北区 的电话吗,苏州市立医院 北区 的电话是69009090,好的 那苏州市立医院 北区 公交线路呢,好的 那苏州市立医院 北区 公交线路呢,苏州市立医院北区的公交线路是什么,,0
另外 还得请你帮我找一部安妮海瑟薇主演的美剧,有的 我查到都摩登情爱第一季这部美剧就是由安妮海瑟薇主演的 网上评价还挺好的,那都摩登情爱第一季一共多少集啊,那都摩登情爱第一季一共多少集啊,都摩登情爱第一季一共多少集,,0
漫画,看过火影吗,你看过吗,你看过火影吗,你看过火影吗,,1
我朋友来苏州找我玩 我想找一个消费中等的地方 最好在吴中区,天平山景区就很符合,天平山景区几点开放的,天平山景区几点开放的,天平山景区几点开放的,,1
你的手机号码是多少,就不告诉你抠鼻,你不告诉我那我怎么帮你交话费啊,你不告诉我你的手机号码那我怎么帮你交话费啊,你不告诉我手机号码那我怎么帮你交话费啊,,0
金牛座,哦听说李易峰也是金牛座的呢,我不认识他,我不认识李易峰,金牛座的李易峰我不认识他,,0
那昆山市有没有偏贵的酒店 给我推荐一家呗 我要标准间,您可以去周庄南湖隐居度假庭院,周庄南湖隐居度假庭院的房费多少 停车场呢,周庄南湖隐居度假庭院的房费多少 停车场呢,昆山市周庄南湖隐居度假庭院的标准间房费多少，以及是否有停车场？,,0
哈喽 我想下周五出去玩 帮我查查南京的天气咋样啊,哈喽 南京下周五多云呢,帮我查查下周五南京的温度咋样,帮我查查下周五南京的温度咋样,下周五南京的温度咋样,,0
你好 能不能帮我看看广州下周日的天气情况呢,天气多云 注意保暖,哦哦 广州下周日风力风向怎么样呢,哦哦 广州下周日风力风向怎么样呢,广州下周日风力风向怎么样,,0
话说一生中 你感悟最深 的电影是什么,肖申克的救赎,不错哦比很多纯文学好的多,肖申克的救赎不错哦比很多纯文学好的多,不错哦肖申克的救赎比很多纯文学好的多,,0
我想用苹果,苹果是什么,手机,苹果是手机,我想用苹果手机,,0
